"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"USAA Amex","","04/07/2017","ADVANCE AUTO PARTS #7807","Extras: Reimburseables","Extras","Reimburseables","fraud",$451.83,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","ADVANCE AUTO PARTS #7807","Extras: Reimburseables","Extras","Reimburseables","fraud",$240.53,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","BP#xxx1573FARRAGUT GAS I BROOKLYN     NY","Extras: Reimburseables","Extras","Reimburseables","fraud",$36.00,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","BP#xxx1573FARRAGUT GAS I BROOKLYN     NY","Extras: Reimburseables","Extras","Reimburseables","fraud",$36.00,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","E-ZPASS MA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$20.00,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","SWEEETGREEN HARVARD","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.59,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","POPEYE'S #x0963 5xxxx9804BROOKLYN ","Extras: Reimburseables","Extras","Reimburseables","fraud",$9.24,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","BOSE R AND D  079418 5792","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.63,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","HARVARD CAMPUS SERVICES 0","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.25,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","BOSE R AND D  079418 5792","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.25,$0.00,"Reconciled"
"USAA Amex","","04/07/2017","ADJUSTMENT-PURCHASES","Extras: Reimburseables","Extras","Reimburseables","fraud adjustment",$0.00,$9.24,"Reconciled"
"USAA Amex","","04/07/2017","ADJUSTMENT-PURCHASES","Extras: Reimburseables","Extras","Reimburseables","fraud adjustment",$0.00,$36.00,"Reconciled"
"USAA Amex","","04/07/2017","ADJUSTMENT-PURCHASES","Extras: Reimburseables","Extras","Reimburseables","fraud adjustment",$0.00,$36.00,"Reconciled"
"USAA Amex","","04/07/2017","ADJUSTMENT-PURCHASES","Extras: Reimburseables","Extras","Reimburseables","fraud adjustment",$0.00,$240.53,"Reconciled"
"USAA Amex","","04/07/2017","ADJUSTMENT-PURCHASES","Extras: Reimburseables","Extras","Reimburseables","fraud adjustment",$0.00,$451.83,"Reconciled"
"USAA Checking","","04/06/2017","IRS              USATAXPYMT ****","True Expenses: Taxes","True Expenses","Taxes","",$250.00,$0.00,"Reconciled"
"USAA Checking","","04/06/2017","COMM OF MASS EFT MA DOR PAY ****","True Expenses: Taxes","True Expenses","Taxes","",$100.00,$0.00,"Reconciled"
"USAA Checking","","04/06/2017","BOSE CORPORATION EXPENSE    ****","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$0.00,$65.71,"Reconciled"
"USAA Checking","","04/06/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1329.76,"Reconciled"
"USAA Checking","","04/05/2017","Transfer : USAA Amex","","","","",$669.82,$0.00,"Reconciled"
"USAA Amex","","04/05/2017","PAYPAL *PATREON 4029357733 CA","Archive: WFNY Patreon","Archive","WFNY Patreon","",$5.00,$0.00,"Reconciled"
"USAA Amex","","04/05/2017","Transfer : USAA Checking","","","","",$0.00,$669.82,"Reconciled"
"USAA Amex","","04/04/2017","JETBLUE AIRWAYS 9010001 JETBLUE NY","Archive: Ryan's Grad+Erin's Wedding","Archive","Ryan's Grad+Erin's Wedding","",$301.41,$0.00,"Reconciled"
"USAA Amex","","04/04/2017","JETBLUE AIRWAYS 9010001 JETBLUE NY","Archive: Ryan's Grad+Erin's Wedding","Archive","Ryan's Grad+Erin's Wedding","",$301.41,$0.00,"Reconciled"
"USAA Amex","","04/04/2017","BRITISH BEER COMPA 542929FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$61.31,$0.00,"Reconciled"
"USAA Amex","","04/04/2017","FRAMINGHAM GULF 000000000FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$24.57,$0.00,"Reconciled"
"USAA Checking","","04/03/2017","JPMORGAN CHASE   CHASE ACH  ****","Immediate Obligations: Mortgage","Immediate Obligations","Mortgage","",$3171.52,$0.00,"Reconciled"
"USAA Checking","","04/03/2017","CHASE CREDIT CRD EPAY       ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","BJs and Stop+Shop ",$83.23,$0.00,"Reconciled"
"USAA Amex","","04/03/2017","AMZ*PEACHDISH LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Reconciled"
"USAA Amex","","04/03/2017","AMAZON WEB SERVICES      AWS.AMA","Archive: Tech Stuff","Archive","Tech Stuff","",$11.90,$0.00,"Reconciled"
"USAA Amex","","04/03/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Reconciled"
"USAA Amex","","04/02/2017","LOGAN PARKING MASSPORT 00BOSTON","Archive: Ryo's Show!","Archive","Ryo's Show!","",$80.00,$0.00,"Reconciled"
"USAA Amex","","04/02/2017","ROCHE BROTHERS105 5429298NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$46.23,$0.00,"Reconciled"
"USAA Amex","","04/01/2017","BUFFALO WILD WINGS CLEVELCLEVELA","Archive: Ryo's Show!","Archive","Ryo's Show!","",$40.65,$0.00,"Reconciled"
"USAA Amex","","04/01/2017","UBER   *US MAR31 4NEYG   HELP.UB","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$19.51,$0.00,"Reconciled"
"USAA Amex","","04/01/2017","GODAVARI 0000            FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Indian Buffet Lunch",$16.90,$0.00,"Reconciled"
"USAA Checking","","03/31/2017","VERIZON          PaymentREC ****","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$113.43,$0.00,"Reconciled"
"USAA Amex","","03/31/2017","COSI, INC. 207           BOSTON","Archive: Ryo's Show!","Archive","Ryo's Show!","",$24.66,$0.00,"Reconciled"
"USAA Amex","","03/31/2017","LYFT   *RIDE FRI 4PM     SAN FRA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$14.47,$0.00,"Reconciled"
"USAA Savings","","03/31/2017","Interest Paid","True Expenses: Buffer Fund","True Expenses","Buffer Fund","",$0.00,$1.27,"Reconciled"
"USAA Amex","","03/30/2017","MBCR CMT RL TKT 000000099BOSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$8.25,$0.00,"Reconciled"
"USAA Amex","","03/30/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"USAA Checking","","03/30/2017","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1331.76,"Reconciled"
"USAA Checking","","03/30/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.26,"Reconciled"
"EPR Cash","","03/29/2017","QDOBA MEXICAN GRILL 429 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.38,$0.00,"Cleared"
"USAA Amex","","03/29/2017","MBCR CMT RL TKT 000000099BOSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$8.25,$0.00,"Reconciled"
"USAA Amex","","03/29/2017","MBCR CMT RL TKT 000000099BOSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$8.25,$0.00,"Reconciled"
"USAA Amex","","03/29/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.25,$0.00,"Reconciled"
"USAA Checking","","03/28/2017","Transfer : USAA Amex","","","","",$1478.10,$0.00,"Reconciled"
"USAA Checking","","03/28/2017","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Electric","Immediate Obligations","Electric","",$113.21,$0.00,"Reconciled"
"USAA Checking","","03/28/2017","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Gas","Immediate Obligations","Gas","",$101.49,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","POINTS RAPID REWARDS     800-435","Archive: Garth+Diana's Wedding","Archive","Garth+Diana's Wedding","",$55.00,$0.00,"Reconciled"
"ZWR Cash","","03/28/2017","OWEN OLEARYS 650000008724SOUTHBO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$30.00,$0.00,"Cleared"
"USAA Amex","","03/28/2017","SPOTIFY USA              NEW YOR","True Expenses: Streaming Music","True Expenses","Streaming Music","",$14.99,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","DTCOM                    DALLAS","Archive: Garth+Diana's Wedding","Archive","Garth+Diana's Wedding","Flight",$11.20,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","DTCOM                    DALLAS","Archive: Garth+Diana's Wedding","Archive","Garth+Diana's Wedding","",$11.20,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","MBCR CMT RL TKT 000000099BOSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$8.25,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"USAA Amex","","03/28/2017","GOOGLE *GOOGLE STORAGE   855-492","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Reconciled"
"USAA Checking","","03/28/2017","Interest Paid","True Expenses: Buffer Fund","True Expenses","Buffer Fund","",$0.00,$0.17,"Reconciled"
"USAA Amex","","03/28/2017","Transfer : USAA Checking","","","","",$0.00,$1478.10,"Reconciled"
"USAA Checking","","03/27/2017","CHECK # 0000001377","True Expenses: Home Maintenance","True Expenses","Home Maintenance","snow plow",$75.00,$0.00,"Reconciled"
"USAA Amex","","03/27/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.74,$0.00,"Reconciled"
"USAA Amex","","03/26/2017","BU GRAD APP & TUITION DE BOS","Archive: Em's Grad School","Archive","Em's Grad School","",$200.00,$0.00,"Reconciled"
"EPR Cash","","03/26/2017","TARGET FRAMINGHAM 1308   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.37,$0.00,"Cleared"
"USAA Amex","","03/25/2017","THE HOME DEPOT #2669     NATICK","Archive: Garden Basics","Archive","Garden Basics","",$309.75,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","NOOM NOOM                NEW YOR","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$129.00,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","NOOM NOOM                NEW YOR","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$129.00,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","KRUA THAI RESTAURANT 0469NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$30.34,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","PIZZA PEDDLER 0071       NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$27.32,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","TST* SPRINGDALE 300000265FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$26.47,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","NEW YORK TIMES DIGIT     800-698","True Expenses: News","True Expenses","News","",$12.50,$0.00,"Reconciled"
"USAA Amex","","03/25/2017","GOOGLE *GOOGLE PLAY      G.CO/PA","Extras: Disposable Income","Extras","Disposable Income","Arrival",$4.01,$0.00,"Reconciled"
"EPR Cash","","03/25/2017","Cash from Karen","Inflow: To be Budgeted","Inflow","To be Budgeted","parking reimbursement",$0.00,$25.00,"Cleared"
"USAA Amex","","03/24/2017","ROCHE BROTHERS105 5429298NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$24.60,$0.00,"Reconciled"
"USAA Amex","","03/24/2017","PARKWHIZ INC PARKWHIZ INCCHICAGO","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$24.00,$0.00,"Reconciled"
"USAA Amex","","03/24/2017","MEDFIELD GAS             MEDFIEL","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$19.13,$0.00,"Reconciled"
"USAA Amex","","03/24/2017","HENRY BEARS PARK DEDHAM 0DEDHAM","True Expenses: Gifts","True Expenses","Gifts","Annaliese Rice",$15.93,$0.00,"Reconciled"
"USAA Amex","","03/24/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.13,$0.00,"Reconciled"
"USAA Amex","","03/24/2017","THE PAPER STORE 24       DEDHAM","True Expenses: Gifts","True Expenses","Gifts","Annaliese Rice",$7.43,$0.00,"Reconciled"
"USAA Checking","","03/24/2017","VENMO            CASHOUT    ****","Extras: Reimburseables","Extras","Reimburseables","Kevin Bohem QC30s",$0.00,$160.10,"Reconciled"
"USAA Checking","","03/24/2017","PAYPAL           TRANSFER   ****","Extras: Reimburseables","Extras","Reimburseables","Adam Jurica Soundbar",$0.00,$375.35,"Reconciled"
"USAA Amex","","03/23/2017","4002 BOSE CORP SST 4002  8003762","Extras: Reimburseables","Extras","Reimburseables","",$375.35,$0.00,"Reconciled"
"USAA Checking","","03/23/2017","CHECK # 0000001376","True Expenses: Gifts","True Expenses","Gifts","B+L Wedding Present",$200.00,$0.00,"Reconciled"
"USAA Amex","","03/23/2017","4002 BOSE CORP SST 4002  8003762","Extras: Reimburseables","Extras","Reimburseables","",$160.10,$0.00,"Reconciled"
"USAA Amex","","03/23/2017","OWEN OLEARYS 650000008724SOUTHBO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$35.22,$0.00,"Reconciled"
"USAA Amex","","03/23/2017","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$10.00,$0.00,"Reconciled"
"USAA Amex","","03/23/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Reconciled"
"USAA Checking","","03/23/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.27,"Reconciled"
"USAA Checking","","03/22/2017","Transfer : USAA Amex","","","","",$352.11,$0.00,"Reconciled"
"USAA Checking","","03/22/2017","USAA.COM PAY INT P&C","Immediate Obligations: Home/Auto/Umbrella Insurance","Immediate Obligations","Home/Auto/Umbrella Insurance","",$299.90,$0.00,"Reconciled"
"USAA Amex","","03/22/2017","Netflix.com              netflix","Archive: Netflix","Archive","Netflix","",$9.99,$0.00,"Reconciled"
"USAA Amex","","03/22/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.26,$0.00,"Reconciled"
"USAA Amex","","03/22/2017","Transfer : USAA Checking","","","","",$0.00,$352.11,"Reconciled"
"USAA Amex","","03/21/2017","FRAMINGHAM GULF 000000000FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$22.07,$0.00,"Reconciled"
"USAA Amex","","03/21/2017","QDOBA MEXICAN GRILL 429 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.38,$0.00,"Reconciled"
"USAA Checking","","03/21/2017","CHASE CREDIT CRD EPAY       ****","Immediate Obligations: Transportation","Immediate Obligations","Transportation","SpotHero for Somerville",$10.00,$0.00,"Reconciled"
"USAA Amex","","03/21/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"USAA Amex","","03/20/2017","GOOGLE *DOMAINS          G.CO/PA","Extras: Disposable Income","Extras","Disposable Income","thepeoplesbudget.io",$60.00,$0.00,"Reconciled"
"USAA Amex","","03/20/2017","AMZ*PEACHDISH LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Reconciled"
"USAA Amex","","03/20/2017","AMAZON MKTPLACE PMTS     AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","power bank",$23.99,$0.00,"Reconciled"
"USAA Amex","","03/20/2017","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","Tinactin",$22.11,$0.00,"Reconciled"
"USAA Amex","","03/20/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"USAA Checking","","03/20/2017","VENMO            CASHOUT    ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Charlie's Kitchen reimbursement",$0.00,$63.00,"Reconciled"
"USAA Amex","","03/19/2017","STOP & SHOP #6           NAT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$32.35,$0.00,"Reconciled"
"USAA Amex","","03/19/2017","PENDLETON #34            SOMERVI","True Expenses: Clothing","True Expenses","Clothing","Em shirt",$19.88,$0.00,"Reconciled"
"USAA Amex","","03/19/2017","J.P. LICKS SOMERVI 542929SOMERVI","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Reconciled"
"EPR Cash","","03/18/2017","Charlie's Kitchen","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$106.00,$0.00,"Cleared"
"USAA Amex","","03/18/2017","TST* THE RED HOUSE RESTAUCAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$102.08,$0.00,"Reconciled"
"USAA Amex","","03/18/2017","PASSPORT PARKING 0000    CHARLOT","Immediate Obligations: Transportation","Immediate Obligations","Transportation","Hsquare Parking",$1.60,$0.00,"Reconciled"
"USAA Amex","","03/17/2017","TMOBILE*AUTO PAY         800-937","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$65.71,$0.00,"Reconciled"
"USAA Amex","","03/17/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Reconciled"
"USAA Amex","","03/17/2017","PASSPORT PARKING 0000    CHARLOT","Immediate Obligations: Transportation","Immediate Obligations","Transportation","HSquare Parking",$1.35,$0.00,"Reconciled"
"USAA Checking","","03/16/2017","Transfer : USAA Amex","","","","",$757.11,$0.00,"Reconciled"
"USAA Amex","","03/16/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.80,$0.00,"Reconciled"
"USAA Amex","","03/16/2017","Transfer : USAA Checking","","","","",$0.00,$757.11,"Reconciled"
"USAA Checking","","03/16/2017","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1227.69,"Reconciled"
"USAA Checking","","03/16/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.26,"Reconciled"
"Under Da Mattress","","03/15/2017","Transfer : EPR Cash","","","","",$100.00,$0.00,"Cleared"
"USAA Amex","","03/15/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Reconciled"
"USAA Amex","","03/15/2017","INTERNET RADIO           510-451","True Expenses: Streaming Music","True Expenses","Streaming Music","",$4.99,$0.00,"Reconciled"
"EPR Cash","","03/15/2017","Transfer : Under Da Mattress","","","","",$0.00,$100.00,"Cleared"
"USAA Amex","","03/14/2017","MICROSOFT   *XBOX STORE 0MSBILL.","Extras: Disposable Income","Extras","Disposable Income","mass effect",$74.36,$0.00,"Reconciled"
"USAA Checking","","03/13/2017","Transfer : USAA Amex","","","","",$585.50,$0.00,"Reconciled"
"USAA Checking","","03/13/2017","CAPITAL ONE      Online Pmt ****","Immediate Obligations: Furniture Payments","Immediate Obligations","Furniture Payments","",$114.00,$0.00,"Reconciled"
"ZWR Cash","","03/13/2017","Barcelona South End","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$62.00,$0.00,"Cleared"
"USAA Amex","","03/13/2017","AMZ*PEACHDISH LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Reconciled"
"EPR Cash","","03/13/2017","Barcelona South End","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$37.25,$0.00,"Cleared"
"USAA Amex","","03/13/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Reconciled"
"EPR Cash","","03/13/2017","Barcelona South End","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.00,$0.00,"Cleared"
"USAA Amex","","03/13/2017","GOOGLE *GOOGLE STORAGE   855-492","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Reconciled"
"USAA Checking","","03/13/2017","DEPOSIT@MOBILE","Extras: Disposable Income","Extras","Disposable Income","Rug Reimbursement",$0.00,$500.00,"Reconciled"
"USAA Amex","","03/13/2017","Transfer : USAA Checking","","","","",$0.00,$585.50,"Reconciled"
"USAA Amex","","03/11/2017","PAINTED BURRO INC 6500000SOMERVI","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Matt and Karen Christmas",$222.11,$0.00,"Reconciled"
"USAA Amex","","03/11/2017","Amazon.com               Amzn.co","Extras: Disposable Income","Extras","Disposable Income","Nest Cam",$173.55,$0.00,"Reconciled"
"USAA Amex","","03/11/2017","FITBIT, INC. QDJKRSSUJ   SAN FRA","Extras: Disposable Income","Extras","Disposable Income","Zach's new fitbit",$159.32,$0.00,"Reconciled"
"USAA Amex","","03/11/2017","BJ WHOLESALE #0047 000000FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$91.55,$0.00,"Reconciled"
"USAA Amex","","03/11/2017","HP HOME STORE            888-345","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","Printer Ink",$82.38,$0.00,"Reconciled"
"USAA Amex","","03/11/2017","STOP & SHOP #003         FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$57.25,$0.00,"Reconciled"
"EPR Cash","","03/11/2017","Rockwell","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$31.06,$0.00,"Cleared"
"USAA Amex","","03/11/2017","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","batteries for Flic",$5.60,$0.00,"Reconciled"
"USAA Amex","","03/10/2017","ZITI'S OF NATICK         NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$65.15,$0.00,"Reconciled"
"USAA Amex","","03/10/2017","FRAMINGHAM GULF 000000000FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$23.45,$0.00,"Reconciled"
"USAA Checking","","03/10/2017","VENMO            PAYMENT    ****","Extras: Disposable Income","Extras","Disposable Income","Em - Beauty and the Beast",$11.99,$0.00,"Reconciled"
"EPR Cash","","03/10/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.65,$0.00,"Cleared"
"USAA Amex","","03/10/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Reconciled"
"USAA Amex","","03/10/2017","BOSE R AND D  079418 5792FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Reconciled"
"EPR Cash","","03/10/2017","MARTIN'S NEWS SHOPS- #211","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.75,$0.00,"Cleared"
"USAA Checking","","03/09/2017","Transfer : USAA Amex","","","","",$2671.89,$0.00,"Reconciled"
"Under Da Mattress","","03/09/2017","Transfer : EPR Cash","","","","",$100.00,$0.00,"Cleared"
"ZWR Cash","","03/09/2017","TST* JACKS ABBY CRAFT LAGFRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$16.00,$0.00,"Cleared"
"EPR Cash","","03/09/2017","ROCHE BROTHERS105 5429298NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.34,$0.00,"Cleared"
"USAA Amex","","03/09/2017","HARVARD CAMPUS SERVICES 0CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.45,$0.00,"Reconciled"
"EPR Cash","","03/09/2017","VELOZO'S FOOD SERVICE    CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.25,$0.00,"Cleared"
"EPR Cash","","03/09/2017","MARTIN'S NEWS SHOPS- #211","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.75,$0.00,"Cleared"
"USAA Checking","","03/09/2017","BOSE CORPORATION EXPENSE    ****","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$0.00,$65.71,"Reconciled"
"EPR Cash","","03/09/2017","Transfer : Under Da Mattress","","","","",$0.00,$100.00,"Cleared"
"USAA Checking","","03/09/2017","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1337.27,"Reconciled"
"USAA Amex","","03/09/2017","Transfer : USAA Checking","","","","",$0.00,$2671.89,"Reconciled"
"USAA Amex","","03/08/2017","HOME DECORATORS COLL #397800-245","Extras: Disposable Income","Extras","Disposable Income","Dining Room Rug!",$886.13,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","RAIN BIRD ONLINE STORE   TUCSON","Archive: Sprinkler System","Archive","Sprinkler System","",$124.59,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","AMAZON MKTPLACE PMTS     AMZN.CO","Archive: Garden Basics","Archive","Garden Basics","Tomato ladders and eggplant/pepper changes",$101.89,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","BURPEE SEED COMPANY      800-888","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Garden seeds!",$92.55,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","HOMEDEPOT.COM            800-430","Archive: Garden Basics","Archive","Garden Basics","SFG soil (after gift cards)",$79.43,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","HOMEDEPOT.COM            800-430","Archive: Sprinkler System","Archive","Sprinkler System","Mattock",$41.27,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","BED BATH & BEYOND #651 01PAT","True Expenses: Gifts","True Expenses","Gifts","Diana Shower Gift",$33.90,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","KRUA THAI RESTAURANT 0469NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$32.82,$0.00,"Reconciled"
"USAA Amex","","03/08/2017","HOMEDEPOT.COM            800-430","Archive: Garden Basics","Archive","Garden Basics","landscape fabric",$30.78,$0.00,"Reconciled"
